study;condition_arm1;condition_arm2;condition_arm1_details;condition_arm2_details;multi_arm1;multi_arm2;.g;.g_se;instrument;outcome_type;rating;mean_arm1;sd_arm1;n_arm1;mean_arm2;sd_arm2;n_arm2;mean_change_arm1;sd_change_arm1;n_change_arm1;mean_change_arm2;sd_change_arm2;n_change_arm2;event_arm1;totaln_arm1;event_arm2;totaln_arm2;precalc_g;precalc_g_se;baseline_m_arm1;baseline_sd_arm1;baseline_n_arm1;baseline_m_arm2;baseline_sd_arm2;baseline_n_arm2;itt_claimed;is_subscale;is_subsample;primary_study;single_study;year;time;time_weeks;disorder;disorder_details;mean_age;percent_women;percent_ethnicity;percent_collegeeducation;country;treatfreq_arm1;boosternum_arm1;boosterlength_arm1;comorbid_mental;.log_rr;.log_rr_se;.event_arm1;.event_arm2;.totaln_arm1;.totaln_arm2;.id
Morone, 2009;mbsr;specific active control;mindfulness (based on mbsr);active control (successful aging);NA;NA;-0,68;0,35;ffmq act with awareness;msd;NA;28,90;6,60;16;32,90;4,90;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30,00;6,00;16;31,30;4,30;19;0;2;0;1;1;2009;fu1;8,00;pain;back pain;75,29;62,86;14,29;77,14;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;morone2009_msd_ffmqactwithawareness_fu1_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2009;mbsr;specific active control;mindfulness (based on mbsr);active control (successful aging);NA;NA;-0,26;0,34;ffmq nonjudge;msd;NA;27,80;6,40;16;29,40;5,80;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29,20;7,20;16;29,30;6,10;19;0;4;0;1;1;2009;post;8,00;pain;back pain;75,29;62,86;14,29;77,14;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;morone2009_msd_ffmqnonjudge_post_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2009;mbsr;specific active control;mindfulness (based on mbsr);active control (successful aging);NA;NA;-0,41;0,34;ffmq nonjudge;msd;NA;27,20;6,80;16;29,80;5,70;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29,20;7,20;16;29,30;6,10;19;0;4;0;1;1;2009;fu1;8,00;pain;back pain;75,29;62,86;14,29;77,14;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;morone2009_msd_ffmqnonjudge_fu1_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2009;mbsr;specific active control;mindfulness (based on mbsr);active control (successful aging);NA;NA;-0,15;0,34;ffmq nonreact;msd;NA;23,20;3,10;16;23,80;4,30;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,70;3,30;16;21,50;4,40;19;0;5;0;1;1;2009;post;8,00;pain;back pain;75,29;62,86;14,29;77,14;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;morone2009_msd_ffmqnonreact_post_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2009;mbsr;specific active control;mindfulness (based on mbsr);active control (successful aging);NA;NA;0,04;0,34;ffmq nonreact;msd;NA;23,30;4,40;16;23,10;4,40;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,70;3,30;16;21,50;4,40;19;0;5;0;1;1;2009;fu1;8,00;pain;back pain;75,29;62,86;14,29;77,14;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;morone2009_msd_ffmqnonreact_fu1_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2009;mbsr;specific active control;mindfulness (based on mbsr);active control (successful aging);NA;NA;-0,54;0,35;maas;msd;NA;4,40;0,60;16;4,70;0,50;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,40;0,80;16;4,70;0,60;19;0;7;0;1;1;2009;post;8,00;pain;back pain;75,29;62,86;14,29;77,14;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;morone2009_msd_maas_post_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2009;mbsr;specific active control;mindfulness (based on mbsr);active control (successful aging);NA;NA;-0,78;0,35;maas;msd;NA;4,30;0,90;16;4,90;0,60;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,40;0,80;16;4,70;0,60;19;0;7;0;1;1;2009;fu1;8,00;pain;back pain;75,29;62,86;14,29;77,14;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;morone2009_msd_maas_fu1_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2009;mbsr;specific active control;mindfulness (based on mbsr);active control (successful aging);NA;NA;0,25;0,34;roland disability questionnaire;msd;NA;7,60;5,20;16;9,00;5,67;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,95;5,20;16;11,50;5,67;19;0;9;0;1;1;2009;post;8,00;pain;back pain;75,29;62,86;14,29;77,14;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;morone2009_msd_rolanddisabilityquestionnaire_post_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2009;mbsr;specific active control;mindfulness (based on mbsr);active control (successful aging);NA;NA;0,43;0,34;roland disability questionnaire;msd;NA;7,62;5,20;16;10,00;5,67;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,95;5,20;16;11,50;5,67;19;0;9;0;1;1;2009;fu1;8,00;pain;back pain;75,29;62,86;14,29;77,14;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;morone2009_msd_rolanddisabilityquestionnaire_fu1_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2009;mbsr;specific active control;mindfulness (based on mbsr);active control (successful aging);NA;NA;0,36;0,34;sf;msd;NA;42,60;7,20;16;39,80;7,85;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;39,85;7,20;16;40,05;7,85;19;0;10;0;1;1;2009;post;8,00;pain;back pain;75,29;62,86;14,29;77,14;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;morone2009_msd_sf_post_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2009;mbsr;specific active control;mindfulness (based on mbsr);active control (successful aging);NA;NA;0,17;0,34;sf;msd;NA;41,70;7,20;16;40,40;7,85;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;39,85;7,20;16;40,05;7,85;19;0;10;0;1;1;2009;fu1;8,00;pain;back pain;75,29;62,86;14,29;77,14;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;morone2009_msd_sf_fu1_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2009;mbsr;specific active control;mindfulness (based on mbsr);active control (successful aging);NA;NA;0,29;0,34;chronic pain self;msd;NA;72,00;16,00;16;67,00;17,44;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63,00;16,00;16;65,00;17,44;19;0;1;0;1;1;2009;post;8,00;pain;back pain;75,29;62,86;14,29;77,14;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;morone2009_msd_chronicpainself_post_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2009;mbsr;specific active control;mindfulness (based on mbsr);active control (successful aging);NA;NA;0,47;0,34;chronic pain self;msd;NA;78,00;16,00;16;70,00;17,44;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63,00;16,00;16;65,00;17,44;19;0;1;0;1;1;2009;fu1;8,00;pain;back pain;75,29;62,86;14,29;77,14;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;morone2009_msd_chronicpainself_fu1_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2009;mbsr;specific active control;mindfulness (based on mbsr);active control (successful aging);NA;NA;-0,07;0,34;mcgill pain questionnaire: total score;msd;NA;11,90;8,00;16;11,30;8,72;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,80;8,00;16;16,08;8,72;19;0;8;0;1;1;2009;post;8,00;pain;back pain;75,29;62,86;14,29;77,14;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;morone2009_msd_mcgillpainquestionnaire:totalscore_post_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2009;mbsr;specific active control;mindfulness (based on mbsr);active control (successful aging);NA;NA;-0,09;0,34;mcgill pain questionnaire: total score;msd;NA;12,75;8,00;16;12,00;8,72;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,80;8,00;16;16,08;8,72;19;0;8;0;1;1;2009;fu1;8,00;pain;back pain;75,29;62,86;14,29;77,14;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;morone2009_msd_mcgillpainquestionnaire:totalscore_fu1_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2016;mbsr;specific active control;mbsr;healthy aging active control;NA;NA;0,00;0,12;mindful attention awareness scale;msd;NA;4,50;0,70;140;4,50;0,70;142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,60;0,70;140;4,40;0,70;142;1;2;0;1;1;2016;post;8,00;pain;back pain;74,50;66,30;29,45;75,50;united states;1,00;6;60;0;NA;NA;NA;NA;NA;NA;morone2016_msd_mindfulattentionawarenessscale_post_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2016;mbsr;specific active control;mbsr;healthy aging active control;NA;NA;0,00;0,12;mindful attention awareness scale;msd;NA;4,60;0,80;140;4,60;0,70;142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,60;0,70;140;4,40;0,70;142;1;2;0;1;1;2016;fu1;8,00;pain;back pain;74,50;66,30;29,45;75,50;united states;1,00;6;60;0;NA;NA;NA;NA;NA;NA;morone2016_msd_mindfulattentionawarenessscale_fu1_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2016;mbsr;specific active control;mbsr;healthy aging active control;NA;NA;0,22;0,12;roland disability questionnaire;msd;NA;12,10;4,80;140;13,10;4,40;142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,60;3,00;140;15,40;3,00;142;1;5;0;1;1;2016;post;8,00;pain;back pain;74,50;66,30;29,45;75,50;united states;1,00;6;60;0;NA;NA;NA;NA;NA;NA;morone2016_msd_rolanddisabilityquestionnaire_post_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2016;mbsr;specific active control;mbsr;healthy aging active control;NA;NA;0,08;0,12;roland disability questionnaire;msd;NA;12,20;5,10;140;12,60;5,00;142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,60;3,00;140;15,40;3,00;142;1;5;0;1;1;2016;fu1;8,00;pain;back pain;74,50;66,30;29,45;75,50;united states;1,00;6;60;0;NA;NA;NA;NA;NA;NA;morone2016_msd_rolanddisabilityquestionnaire_fu1_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2016;mbsr;specific active control;mbsr;healthy aging active control;NA;NA;0,10;0,12;numeric pain rating scale;msd;NA;9,70;4,80;140;10,20;4,53;142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,10;4,37;140;10,53;4,43;142;1;3;0;1;1;2016;post;8,00;pain;back pain;74,50;66,30;29,45;75,50;united states;1,00;6;60;0;NA;NA;NA;NA;NA;NA;morone2016_msd_numericpainratingscale_post_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2016;mbsr;specific active control;mbsr;healthy aging active control;NA;NA;0,26;0,12;numeric pain rating scale;msd;NA;9,53;5,27;140;10,87;5,07;142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,10;4,37;140;10,53;4,43;142;1;3;0;1;1;2016;fu1;8,00;pain;back pain;74,50;66,30;29,45;75,50;united states;1,00;6;60;0;NA;NA;NA;NA;NA;NA;morone2016_msd_numericpainratingscale_fu1_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2016;mbsr;specific active control;mbsr;healthy aging active control;NA;NA;0,34;0,12;chronic pain self;msd;NA;69,33;18,37;140;63,03;19,37;142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63,67;18,00;140;62,57;19,27;142;1;1;0;1;1;2016;post;8,00;pain;back pain;74,50;66,30;29,45;75,50;united states;1,00;6;60;0;NA;NA;NA;NA;NA;NA;morone2016_msd_chronicpainself_post_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2016;mbsr;specific active control;mbsr;healthy aging active control;NA;NA;0,13;0,12;chronic pain self;msd;NA;67,10;20,17;140;64,53;19,53;142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63,67;18,00;140;62,57;19,27;142;1;1;0;1;1;2016;fu1;8,00;pain;back pain;74,50;66,30;29,45;75,50;united states;1,00;6;60;0;NA;NA;NA;NA;NA;NA;morone2016_msd_chronicpainself_fu1_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2016;mbsr;specific active control;mbsr;healthy aging active control;NA;NA;0,18;0,12;pain catastrophizing scale of coping questionnaire;msd;NA;0,90;1,10;140;1,10;1,10;142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30;1,20;140;1,20;1,20;142;1;4;0;1;1;2016;post;8,00;pain;back pain;74,50;66,30;29,45;75,50;united states;1,00;6;60;0;NA;NA;NA;NA;NA;NA;morone2016_msd_paincatastrophizingscaleofcopingquestionnaire_post_8.00_NA_mbsr_specificactivecontrol_NA_NA
Morone, 2016;mbsr;specific active control;mbsr;healthy aging active control;NA;NA;0,00;0,12;pain catastrophizing scale of coping questionnaire;msd;NA;1,10;1,40;140;1,10;1,30;142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30;1,20;140;1,20;1,20;142;1;4;0;1;1;2016;fu1;8,00;pain;back pain;74,50;66,30;29,45;75,50;united states;1,00;6;60;0;NA;NA;NA;NA;NA;NA;morone2016_msd_paincatastrophizingscaleofcopingquestionnaire_fu1_8.00_NA_mbsr_specificactivecontrol_NA_NA
Nakamura, 2013;mbsr;specific active control;mindfulness (based on mbsr);sleep hygeine education;NA;NA;-0,15;0,33;ces;msd;NA;18,25;10,86;20;16,65;9,85;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,30;10,30;20;20,83;12,65;18;NA;1;0;0;0;2013;post;NA;sleep;sleep disturbance;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;nakamura2013_msd_ces_post_NA_NA_mbsr_specificactivecontrol_NA_NA
Nakamura, 2013;mbsr;specific active control;mindfulness (based on mbsr);sleep hygeine education;NA;NA;0,17;0,33;ces;msd;NA;15,18;10,17;20;17,15;12,78;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,30;10,30;20;20,83;12,65;18;NA;1;0;0;0;2013;fu1;NA;sleep;sleep disturbance;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;nakamura2013_msd_ces_fu1_NA_NA_mbsr_specificactivecontrol_NA_NA
Nakamura, 2013;mbsr;specific active control;mindfulness (based on mbsr);sleep hygeine education;NA;NA;0,17;0,33;ffmq total score;msd;NA;129,50;20,58;20;125,71;24,44;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;124,45;21,69;20;125,06;22,32;18;NA;2;0;0;0;2013;post;NA;sleep;sleep disturbance;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;nakamura2013_msd_ffmqtotalscore_post_NA_NA_mbsr_specificactivecontrol_NA_NA
Nakamura, 2013;mbsr;specific active control;mindfulness (based on mbsr);sleep hygeine education;NA;NA;0,07;0,33;ffmq total score;msd;NA;135,18;20,43;20;133,54;24,64;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;124,45;21,69;20;125,06;22,32;18;NA;2;0;0;0;2013;fu1;NA;sleep;sleep disturbance;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;nakamura2013_msd_ffmqtotalscore_fu1_NA_NA_mbsr_specificactivecontrol_NA_NA
Nakamura, 2013;mbsr;specific active control;mindfulness (based on mbsr);sleep hygeine education;NA;NA;0,02;0,32;self;msd;NA;82,70;19,33;20;82,35;23,66;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80,30;21,89;20;86,28;26,48;18;NA;4;0;0;0;2013;post;NA;sleep;sleep disturbance;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;nakamura2013_msd_self_post_NA_NA_mbsr_specificactivecontrol_NA_NA
Nakamura, 2013;mbsr;specific active control;mindfulness (based on mbsr);sleep hygeine education;NA;NA;-0,04;0,32;self;msd;NA;87,88;19,82;20;88,77;25,35;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80,30;21,89;20;86,28;26,48;18;NA;4;0;0;0;2013;fu1;NA;sleep;sleep disturbance;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;nakamura2013_msd_self_fu1_NA_NA_mbsr_specificactivecontrol_NA_NA
Nakamura, 2013;mbsr;specific active control;mindfulness (based on mbsr);sleep hygeine education;NA;NA;0,21;0,33;medical outcome sleep study scale;msd;NA;43,64;17,44;20;47,22;16,21;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63,33;12,70;20;54,94;18,31;18;NA;3;0;0;0;2013;post;NA;sleep;sleep disturbance;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;nakamura2013_msd_medicaloutcomesleepstudyscale_post_NA_NA_mbsr_specificactivecontrol_NA_NA
Nakamura, 2013;mbsr;specific active control;mindfulness (based on mbsr);sleep hygeine education;NA;NA;0,26;0,33;medical outcome sleep study scale;msd;NA;36,01;17,52;20;40,81;18,64;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63,33;12,70;20;54,94;18,31;18;NA;3;0;0;0;2013;fu1;NA;sleep;sleep disturbance;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;nakamura2013_msd_medicaloutcomesleepstudyscale_fu1_NA_NA_mbsr_specificactivecontrol_NA_NA
Niles, 2012;none;non-specific active control;telehealth mindfulness;telehealth psychoed;NA;NA;1,23;0,42;caps;msd;NA;47,46;18,29;13;74,00;22,95;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60,92;19,25;13;72,50;19,66;14;0;1;0;1;1;2012;post;8,00;ptsd;ptsd;55,25;0,00;NA;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;niles2012_msd_caps_post_8.00_NA_none_non-specificactivecontrol_NA_NA
Niles, 2012;none;non-specific active control;telehealth mindfulness;telehealth psychoed;NA;NA;1,89;0,50;ptsd checklist;msd;NA;42,75;11,35;12;64,42;10,84;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;52,75;12,29;12;63,08;10,85;12;0;2;0;1;1;2012;post;8,00;ptsd;ptsd;55,25;0,00;NA;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;niles2012_msd_ptsdchecklist_post_8.00_NA_none_non-specificactivecontrol_NA_NA
Niles, 2012;none;non-specific active control;telehealth mindfulness;telehealth psychoed;NA;NA;0,86;0,43;ptsd checklist;msd;NA;50,75;12,27;12;61,33;11,39;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;52,75;12,29;12;63,08;10,85;12;0;2;0;1;1;2012;fu1;8,00;ptsd;ptsd;55,25;0,00;NA;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;niles2012_msd_ptsdchecklist_fu1_8.00_NA_none_non-specificactivecontrol_NA_NA
Omidi, 2013;mbct;ebt;mbct;cbt;NA;cbt;0,00;0,26;bsi depression;msd;NA;0,79;0,63;30;0,79;0,51;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,05;0,84;30;2,18;0,57;30;1;1;0;1;1;2013;post;8,00;depression;depression;28,00;66,33;100,00;NA;iran;1,00;0;0;0;NA;NA;NA;NA;NA;NA;omidi2013_msd_bsidepression_post_8.00_NA_mbct_ebt_NA_NA
Omidi, 2013;mbct;no treatment;mbct;tau;NA;tau;1,53;0,29;bsi depression;msd;NA;0,79;0,63;30;1,96;0,86;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,05;0,84;30;2,18;0,85;30;1;1;0;1;1;2013;post;8,00;depression;depression;28,00;66,33;100,00;NA;iran;1,00;0;0;0;NA;NA;NA;NA;NA;NA;omidi2013_msd_bsidepression_post_8.00_NA_mbct_notreatment_NA_NA
Ong, 2014;mbsr;no treatment;mbsr;self-monitoring (placebo);NA;NA;0,02;0,34;total wake time;msd;NA;69,01;36,46;19;72,32;41,83;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90,12;49,56;19;74,70;43,80;16;1;5;0;1;1;2014;post;8,00;sleep;insomnia;43,77;71,46;68,58;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;ong2014_msd_totalwaketime_post_8.00_NA_mbsr_notreatment_NA_NA
Ong, 2014;mbsr;no treatment;mbsr;self-monitoring (placebo);NA;NA;0,13;0,34;total sleep time;msd;NA;392,19;57,08;19;381,69;62,03;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;379,07;60,66;19;372,51;58,45;16;1;4;0;1;1;2014;post;8,00;sleep;insomnia;43,77;71,46;68,58;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;ong2014_msd_totalsleeptime_post_8.00_NA_mbsr_notreatment_NA_NA
Ong, 2014;mbsr;no treatment;mbsr;self-monitoring (placebo);NA;NA;0,01;0,34;sleep efficiency;msd;NA;83,69;9,13;19;83,16;8,42;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80,01;10,32;19;82,47;9,06;16;1;3;0;1;1;2014;post;8,00;sleep;insomnia;43,77;71,46;68,58;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;ong2014_msd_sleepefficiency_post_8.00_NA_mbsr_notreatment_NA_NA
Ong, 2014;mbsr;no treatment;mbsr;self-monitoring (placebo);NA;NA;0,27;0,34;pre;msd;NA;27,21;8,00;19;29,53;8,98;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35,05;7,40;19;29,69;5,51;16;1;2;0;1;1;2014;post;8,00;sleep;insomnia;43,77;71,46;68,58;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;ong2014_msd_pre_post_8.00_NA_mbsr_notreatment_NA_NA
Ong, 2014;mbsr;no treatment;mbsr;self-monitoring (placebo);NA;NA;0,80;0,35;insomnia severity index;msd;NA;10,88;5,82;19;15,50;5,50;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,11;4,57;19;15,44;4,30;16;1;1;0;1;1;2014;post;8,00;sleep;insomnia;43,77;71,46;68,58;NA;united states;1,00;0;0;0;NA;NA;NA;NA;NA;NA;ong2014_msd_insomniaseverityindex_post_8.00_NA_mbsr_notreatment_NA_NA
Panahi, 2016;mbct;no treatment;mbct;waitlist;NA;NA;1,35;0,29;beck depression inventory;msd;NA;15,73;6,99;30;25,36;7,14;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24,70;7,06;30;24,96;7,17;30;1;1;0;1;1;2016;post;8,00;depression;depression;NA;100,00;100,00;100,00;iran;1,00;0;0;0;NA;NA;NA;NA;NA;NA;panahi2016_msd_beckdepressioninventory_post_8.00_NA_mbct_notreatment_NA_NA
Parra-delgado, 2013;mbct;no treatment;mbct;waitlist;NA;NA;0,28;0,36;fibromyalgia impact questionnaire;msd;NA;61,77;13,65;15;66,20;17,22;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;77,09;13,45;15;64,74;14,06;16;0;2;0;1;1;2013;post;8,00;pain;fibromyalgia;52,90;100,00;NA;NA;spain;1,00;0;0;0;NA;NA;NA;NA;NA;NA;parra-delgado2013_msd_fibromyalgiaimpactquestionnaire_post_8.00_NA_mbct_notreatment_NA_NA
Parra-delgado, 2013;mbct;no treatment;mbct;waitlist;NA;NA;0,55;0,37;fibromyalgia impact questionnaire;msd;NA;63,25;15,80;15;70,77;10,54;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;77,09;13,45;15;64,74;14,06;16;0;2;0;1;1;2013;fu1;8,00;pain;fibromyalgia;52,90;100,00;NA;NA;spain;1,00;0;0;0;NA;NA;NA;NA;NA;NA;parra-delgado2013_msd_fibromyalgiaimpactquestionnaire_fu1_8.00_NA_mbct_notreatment_NA_NA
Parra-delgado, 2013;mbct;no treatment;mbct;waitlist;NA;NA;0,36;0,36;beck depression inventory;msd;NA;13,00;6,35;15;15,44;6,88;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,60;7,20;15;16,88;5,85;16;0;1;0;1;1;2013;post;8,00;pain;fibromyalgia;52,90;100,00;NA;NA;spain;1,00;0;0;0;NA;NA;NA;NA;NA;NA;parra-delgado2013_msd_beckdepressioninventory_post_8.00_NA_mbct_notreatment_NA_NA
Parra-delgado, 2013;mbct;no treatment;mbct;waitlist;NA;NA;0,80;0,37;beck depression inventory;msd;NA;13,13;5,34;15;17,75;5,86;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,60;7,20;15;16,88;5,85;16;0;1;0;1;1;2013;fu1;8,00;pain;fibromyalgia;52,90;100,00;NA;NA;spain;1,00;0;0;0;NA;NA;NA;NA;NA;NA;parra-delgado2013_msd_beckdepressioninventory_fu1_8.00_NA_mbct_notreatment_NA_NA
Parra-delgado, 2013;mbct;no treatment;mbct;waitlist;NA;NA;0,14;0,36;visual analogue scale pain cervical;msd;NA;2,04;0,20;15;2,07;0,21;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,11;0,25;15;2,00;0,35;16;0;3;0;1;1;2013;post;8,00;pain;fibromyalgia;52,90;100,00;NA;NA;spain;1,00;0;0;0;NA;NA;NA;NA;NA;NA;parra-delgado2013_msd_visualanaloguescalepaincervical_post_8.00_NA_mbct_notreatment_NA_NA
Parra-delgado, 2013;mbct;no treatment;mbct;waitlist;NA;NA;0,19;0,36;visual analogue scale pain cervical;msd;NA;2,02;0,27;15;2,06;0,11;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,11;0,25;15;2,00;0,35;16;0;3;0;1;1;2013;fu1;8,00;pain;fibromyalgia;52,90;100,00;NA;NA;spain;1,00;0;0;0;NA;NA;NA;NA;NA;NA;parra-delgado2013_msd_visualanaloguescalepaincervical_fu1_8.00_NA_mbct_notreatment_NA_NA
Parra-delgado, 2013;mbct;no treatment;mbct;waitlist;NA;NA;0,23;0,36;visual analogue scale pain dorsal;msd;NA;1,95;0,28;15;2,01;0,22;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,02;0,57;15;1,77;0,59;16;0;4;0;1;1;2013;post;8,00;pain;fibromyalgia;52,90;100,00;NA;NA;spain;1,00;0;0;0;NA;NA;NA;NA;NA;NA;parra-delgado2013_msd_visualanaloguescalepaindorsal_post_8.00_NA_mbct_notreatment_NA_NA
